Feed Name,Feed ID,Feed Type,Active Status,Feed Description,Feed Scope Description,Assessment Status,Server Name,Schema Name,Table Name,Reporting Usages,Feed Source EONID,Feed Source Name,Feed Folder,Feed Arrival SLA,System EONID,Authorized Re-Distributer,Data Concept,Boundary,Authority Aligned,Entity Scope,Product Mapping,Feed Priority,Control Owner,Feed Instance,Sourcing Method,Feed Arrival ETA,Business Owner,Tech Owner,Primary IT Contact
RFM105-other_bs_initial_balance_upload,5105,Manual,Active,"​Initial Balance Upload is used to capture manual components required within the OtherBS model
","•Entity: All
•Product Scope: RFM
•Product Mapping (see last slide):  : Other Assets And Liabilities 

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,,63070.0,"​N/A
","​N/A
","​N/A
",,None,Other Assets And Liabilities,High,FSS-Liquidity Reporting,,Pull,,Rachel X. Zheng,Harini Seshadri,Aindrila Polley
RFM106-VA_Input_CC_6_Upload_Id,5106,Manual,Active,"​Value Adjustment input for Cost Centre Level 6 used in Exit Cost Risk Based calculations of Derivatives. 
","•Entity: All
•Product Scope: RFM
Product Mapping : Derivatives-OTC, Derivatives-Listed


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,,63070.0,"​N/A
","​N/A
","​N/A
",,None,Derivatives - OTC; Derivatives - Listed,High,FSS-Liquidity Reporting,,Pull,,Rachel X. Zheng,Harini Seshadri,Nyanoba Biradar/Anitha Sheshagiri Rao
RFM107-VA_Input_CC_7_Upload_Id,5107,Manual,Active,"​Value Adjustment input for Cost Centre Level 7 used in Exit Cost Risk Based calculations of Derivatives. 
","•Entity: All
•Product Scope: RFM
Product Mapping : Derivatives-OTC, Derivatives-Listed


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,,63070.0,"​N/A
","​N/A
","​N/A
",,None,Derivatives - OTC; Derivatives - Listed,High,FSS-Liquidity Reporting,,Pull,Monthly in Q4,Rachel X. Zheng,Harini Seshadri,Nyanoba Biradar/Anitha Sheshagiri Rao
RFM108-mssb_schedule,5108,Manual,Active,"​Required to upload schedules which are not available in upstream and are getting used to winddown certain line items in MSSB model.

","• Entity: All
• Product Scope: RFM
• Product Mapping : Derivatives - OTC


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,Provided Annually by MSSB System,63070.0,"​NA
","​NA
","​NA
",,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,Ruchika Dubey
RFM109-mssb_pnl,5109,Manual,Active,"​Required to upload pnl curves which are not available in upstream and contribute to overall calculation of model..
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,Annually by MSSB System,63070.0,"​NA
","​NA​

","​NA
",,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM110-mssb_margin_data,5110,Manual,Active,Required to calculate external receivable and payable line item as it is being used as input there.​,"•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Manual,63070.0,"​​NA​
","​NA
","​​NA
",,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Pull,Manual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM111-usbanks_dta_impact,5111,Manual,Active,"​DTA Impact is a constant line item added to the Assets for Balancesheet projection and in calculating Minimum Capital Requirement​


","

• Entity: MSBNA & MSPBNA 

• Product Scope : MCL 
• Product Mapping: Other Assets and Liabilities 


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,,63070.0,,"​NA
",NA​,,MSBNA/MSPBNA,Other Assets And Liabilities,High,FSS-Liquidity Reporting,,Pull,Quarterly,Rachel X. Zheng,Harini Seshadri,"Aindrila Polley, rfm_dev"
RFM112-usbanks_etb_deductions,5112,Manual,Active,"​ETB Deductions is used in calculating Minimum Capital Requirement for US Banks


","
• Entity: MSBNA & MSPBNA 
• product Scope: MCL 
• Product Mapping: Other Assets And Liabilities 


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Annual,63070.0,"​NA​
","​NA
",NA​,,MSBNA/MSPBNA,Other Assets And Liabilities,High,FSS-Liquidity Reporting,,Pull,Annual,Rachel X. Zheng ,Hanni Seshadri ,"Aindrila Polley, rfm_dev"
RFM113-usbanks_manual_total_assets,5113,Manual,Active,"​Total Assets spot values is used in Total Assets projection required for Minimum Capital Requirement

","
• Entity: MSBUA & MSPBNA
• Product Scope : MCL
• Product Mapping: Other Assets And Liabilities 


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Manual,63070.0,"​NA
",,,,MSBNA/MSPBNA,Other Assets And Liabilities,High,FSS-Liquidity Reporting,,Push,Manual,Rachel X. Zheng ,Harini Seshadri,"Aindrila Polley, rfm-dev"
RFM114-usbanks_upfront_losses,5114,Manual,Active,"Upfront Losses is a constant line temadded to the Liability for Balance sheet projection 
","
• MSBNA & MSPBNA

• Product Scope : N/A

• Product Mapping: OtherAssets And Liabilities, Guarantees, Off Balance Sheet (incl. Commitments) 


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Quarterly,63070.0,"​NA
","​NA​
","​NA
",,MSBNA/MSPBNA,"Guarantees, Off Balance Sheet (incl. Commitments); Other Assets And Liabilities",High,FSS-Liquidity Reporting,,Pull,Quarterly,Rachel X. Zheng,Harini Seshadri ,"Aindrila Polley, rfm_dev"
RFM115-MSIM_COMP_CHANGE,5115,Manual,Active,"​Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at AMOUNT level.

","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Annual,63070.0,NA​,"​NA
",NA​,,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Pull,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM116-MSIM_OTHER_LIABILITIES,5116,Manual,Active,"​Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at PERCENTGE level.
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Manual,63070.0,"​NA
","​NA
",NA​,,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM117-MSIM_RECEIVABLES_CURVE,5117,Manual,Active,"​Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at PERCENTGE level.
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Manual,63070.0,"​NA
","​NA
",NA​,,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM118-MSIM_RETENTION_PAYMENTS,5118,Manual,Active,"​Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at AMOUNT level.
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Annually,63070.0,"​NA
","​NA
",NA​,,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM119-MSIM_CAPITAL_CALL_CHANGE,5119,Manual,Active,"​Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at AMOUNT level.
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Annual,63070.0,"​NA
","​NA
","NA​
",,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM120-MSIM_TRADING_DCP_CHANGE,5120,Manual,Active,"
Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at AMOUNT level.
","•Entity: All
•Product Scope: RFM
Product Mapping : Derivatives - OTC


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Annual,63070.0,"​NA
","​NA
","NA​
",,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM121-MSIM_ACCURED_FORMULAIC,5121,Manual,Active,"​Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at AMOUNT level.
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Annual,63070.0,"​NA
","​NA
",NA​,,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM122-MSIM_SEED_AMOUNT_CHANGE,5122,Manual,Active,"​Required to upload data for both MSIM INC and MSIM LIMITED for winddown months at AMOUNT level.
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Annual,63070.0,"​NA
","​NA
",NA​,,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM123-MSIM_DISTRESS_LOSSES,5123,Manual,Active,"​Required to upload distress loss for both MSIM INC and MSIM LIMITED.
","•Entity: All
•Product Scope: RFM
•Product Mapping : Derivatives - OTC

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,Manual,Provided Annually,63070.0,"​NA
","NA
",NA​,,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Push,Annual,Rachel X. Zheng,Harini Seshadri,"Ruchika Dubey, rfm_dev"
RFM124-choir_treasury_sensitivity,5124,Feed,Active,"​This feed provides the Risk Sensitivity data used in Derivative model. This is a replacement for MRDW feed(Feed ID: RFM16) feed.


","•Entity Scope: All
•Product Scope: RFM
•Product Mapping: Derivatives – OTC, Derivatives – Listed

",Assessed,nyqd_lmfr_ate,,,RFM,932,Market Risk RAVE,risk_feed/CHOIR_FEED,TBD,63070.0,"​Awaiting ITSO confirmation (David Weill)


","​General Ledger Account Balance

","​RFM Derivative model
​
",TBD,MSBNA/MSPBNA,Derivatives - OTC; Derivatives - Listed,High,FSS-Liquidity Reporting,,Push,TBD,Rachel X. Zheng,Harini Seshadri,Vivek Sain
RFM125-choir_treasury_pnl,5125,Feed,Active,"​This feed provides the Risk PNL along with reference data used in Derivative model. This is a replacement for MRDW feed(Feed ID: RFM16) feed.
","•Entity Scope: All
•Product Scope: RFM
•Product Mapping: Derivatives – OTC, Derivatives – Listed
",Assessed,nyqd_lmfr_ate,,,RFM,932,Market Risk RAVE,risk_feed/CHOIR_FEED,TBD,63070.0,"Awaiting ITSO confirmation (David Weill)


","​General Ledger Account Balance

","​RFM Derivative model
​
",TBD,MSBNA/MSPBNA,Derivatives - OTC; Derivatives - Listed,High,FSS-Liquidity Reporting,,Push,TBD,Rachel X. Zheng,Harini Seshadri,Vivek Sain
AFS/HTM/MTM Wise Feed,9000,Feed,Active,"The feed sources Treasury's Investment Portfolio from WISE for use in computing NII. The feed sources portfolio from Cost centers '2X01', 'R042', '5L34', '4C87', '3G76', 'P210', '3Y94', '3S44', '4R23', '4Z52', '2T08', 'V265', 'J938', '6C91', '6T32', '6W82', '7H16', '7H17', '7H18', '7Z71' ​



",Bank and Non-Bank,Assessed,nyqd_lmfr_ate,LMFR_REPORT,REP_AFS_WISE,IRRBB,52130,Finance Data Warehouse,,02:00 LNT,12659.0,,​Trade Date Position,Institutional Securities,Yes,MSBNA/MSPBNA,Inventory - Investment Securities,Medium,Tsy-IRRBB,"This feed runs on every Sunday, Tuesday, Wednesday and Thursday.",Pull,,Doyle Hunt / Isabelle Winkles,Alex Russo,treasurytech-tcm
COLLATERAL SUBSTITUTION BRM,328,Feed,Active,"​The OTC Collateral Substitution Reports are produced by the Collateral Optimizer and sent to Treasury systems, which use it to calculate metrics related to collateral substitution for the OTC book. These are then inputs into the LCR and ILST calculation. This is to renovate a legacy technology process, where an optimization model was used via the ""revolution"" process for this calculation.​

","US and EMEA Morgan Stanley Entities
",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_COLLATERAL_ELIGIBILITY,LCR - US;LCR -UK,7479,T3Collateral,collateral_eligibility,4 AM EST,12659.0,"​T3Collateral Optimizer
​
","​Collateral Position​

","​OTC Bilateral Derivative ​
",Yes,MSBNA/MSPBNA,Derivatives - OTC,High,None,,Push,3 AM EST,Subhav Patel,Niti Singh,emea_nsfr_dev
OFF BALANCE SHEET DEPOSITS,327,Feed,Active,"​This feed contains off set value for E*trade  off balance sheet deposits
This feed is provided by the Wealth Management Team
The OFF-BALANCE SHEET DEPOSIT feed contains a single record for a particular product type with its off-set value which are used in balance sheet.
Earlier to this the report team used to manually adjust the off-set parameter within the off B/S deposits column.
The feed will contain list of data attributes for ET Third Party Deposits.​





","
•Entity Scope: E*TRADE
•Product Scope: E*TRADE Deposits

",Proposed for Deco,nyqd_lmfr_ate,LIQUIDITY,HUB_OFF_BALANCE_SHEET_DEPOSIT,Unsecured Funding (Debt),58841,RBDW-BDP,etrade_offbs_deposits,08:30:00,12659.0,"​N/A
","​Actual Settlement Date Account Balance

","​E*TRADE Off Balance sheet Deposits​​
",Yes,MSPBNA,Deposits,Critical,None,,Push,08:00 AM,,,
Failed Sales and purchases Bonds,329,Feed,Active,"​Currently, OOFA does not consider failed sales and purchases while performing a netting calculation. Onboarding this feed data will enable OOFA to do so. These netted figures are further going to be used in downstream reporting like Asset Encumbrance and NSFR EMEA. This feed is specifically to capture the balances for Bonds Underliyer.
","Entity Scope: The Legal Entity scope for the project includes all Morgan Stanley entities globally. .Product Scope: Equity, Debt, Secured Lending & Secured Funding


",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FAILED_SALES_AND_PURCHASES_BONDS,Asset Encumbrance;NSFR U.K,52130,Finance Data Warehouse,fsnp_bonds,12 AM EST,12659.0,"N/A
","​Trade Contract Netting Event​
","​Equity, Debt, Secured Lending, & Secured Funding

",Yes,None,Fails,High,None,,Push,10-12 AM EST,Subhav Patel,Niti Singh,emea_nsfr_dev
ETrade LOC,331,Feed,Active,"​As part of the Firm’s efforts to strategically integrate E*TRADE’s positions into the Firm’s 6G / LCR / NSFR on a daily basis for calculating secured inflows and secured outflows. This feed used to come from Etrade instead now we are going to get the same feed from MS internal Retail Banking data warehouse (RBDW).​


","•Entity Scope – The Legal Entity scope for the project includes all ETRADE banks globally
•Product Scope – Secured Inflows
•Accounts

",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_ETRADE_LOC,6G;NSFR U.S.,14358,Retail Banking Data Warehouse (RBDW),etrade_loc,3:30 AM EST,12659.0,"​RBGDW is ADS for ETLOC data to Banking Consumer applications

","​Regulatory Report​


","​All E*Trade 6G level SFT details across all E*Trade Banks

",Yes,MSPBNA,TBD,High,TBD,,Push,,Subhav Patel,Niti Singh,6gdev
Failed Settlements,330,Feed,Active,"​Failed Settlements - The purpose of creating the feed is to collect fails data from  Finance Data Warehouse (FDW)  in the Firm’s Liquidity Hub for the daily and monthly reports.
","• Entity Scope: All Morgan Stanley entities
• FR2052a (6G)
• Global NSFR
• Product mapping: Fails

",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FAILED_SETTLEMENTS,6G,491,TAPS_EUR,failed_Settlements,"6:00 AM EST, ME 9:00 PM EST (T+8)",12659.0,"​N/A
","​Actual Settlement Date Account Balance


","​Cash and Off-Balance Sheet Fails  
​
",Yes,MSBNA/MSPBNA,Fails,High,FSS-Data Services,,Push,,Subhav Patel,Niti Singh,Sayantan Datta
ILST BDP Position,332,Feed,Active,"​The purpose of  creating the feed is to collect Bank Deposits Program data in the Firm’s Liquidity Hub for the  daily report in ILST to calculate insured and uninsured balance at beneficiary level. This feed will also contain bank code to identify reciprocal deposits.

","•Entity Scope: Bank entities [MSBNA/MSPBNA]
•Product Scope: Feed should contain all bank entities [MSBNA/MSPBNA].
•Product Mapping: Deposits

",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_ILST_BDP_POSITION,ILST,37951,MSWM,ilst_bdp_position,09:00:00,12659.0,,"​Actual Settlement Date Account Balance

","​Product Type : BDP Bank deposits​

",Yes,MSBNA/MSPBNA,Deposits,High,TBD,,Push,9 AM,Subhav Patel,Niti Singh,ilstdev
C1-FRN-Feed,9003,Feed,Active,"Gets Structured Note FRNs booked out of C1.  Data includes population, notional, maturity, and performance.  Population is as-of Trade Date.
",Data associated with books maintained by Treasury in the NYPD_TREAS_DEBTMGMT.TREAS_COF.BOOK table,Assessed,nyqd_lmfr_ate,,,CoF;IRRBB,3750,Big Mac,,6:00 AM LNT,12659.0,,Trade Date Position,Structured Notes​,Yes,None,Deposits; Borrowings,,Tsy-IRRBB; Tsy-CoF,,Pull,8:00 AM NYT,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",treasurytech-tcm
Trend-FRN-Feed,9004,Feed,Active,"

Gets data forFRNs (Floating Rate Notes) & Swaps booked out of Trend  as well as terms and condition and projected cash","
Structured Notes(IR, FX, Commodities) + Swaps IRS(Interest Rate Swap), basis swaps, cross currency IRS          ",Assessed,nyqd_lmfr_ate,,,CoF;IRRBB,3936,IRD Trend,,6:00 AM LNT,12659.0,,​1)Allocated Trade Contract 2)Funding Future Cash Requirements,Floating Rate Note,Yes,None,Deposits; Borrowings,,Tsy-IRRBB; Tsy-CoF,,Pull,8:00 AM NYT,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",treasurytech-tcm
TX-FRN-Feed,9005,Feed,Active,"
Liquidity Hub sends a list of accounts (maintained by Treasury via RADAR) to fetch all FRN info for Structured Notes IED population","
All Structured Notes IED",Assessed,nyqd_lmfr_ate,,,CoF;IRRBB,33750,OTCDB,,6:00 AM LNT,12659.0,,​Allocated Trade Contract,​Structured CDs,Yes,None,Deposits; Borrowings,,Tsy-IRRBB; Tsy-CoF,,Pull,8:00 AM NYT,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",treasurytech-tcm
Structured CD - TD Feed,9006,Feed,Active,​Pulling Trade Date position information from GRS into Liquidity Hub,Structured CDs issued by IED.,Proposed for Deco,nyqd_lmfr_ate,,,Unsecured Funding (Debt),14845,GRS,structured_cd/risk_feed_ied,5:00AM NYT,12659.0,   ,​Trade Date Position,​Structured CDs,Yes,MSBNA/MSPBNA,Deposits,High,None,,Push,4:00-5:00AM NYT,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",treasurytech-tcm
